J. Intelligent & Robotic Syst.,19
Robotica,10
Robotics & Autonomous Syst.,3
Autonomous Robots,2
IEEE Robotics & Automation Mag.,2
J. Field Robotics,2
IEEE Trans. Robotics,1
Intern. J. of Robotics Research,0
