KDD,KDD,1
ICML,ICML,1
ICDM,ICDM,2
SDM,SDM,3
RecSys,RecSys,3
ECML/PKDD (1),ECML/PKDD,3
ECML/PKDD (2),ECML/PKDD,3
ECML/PKDD (3),ECML/PKDD,3
BigData,BigData,3
