BCB,ACM BCB,3
BIBM,IEEE BIBM,3
RECOMB,RECOMB,3
Bioinformatics,Bioinformatics,6
BMC Bioinformatics,BMC Bioinformatics,7
Briefings in Bioinformatics,Briefings in Bioinfo.,6
IEEE/ACM Trans. Comput. Biology Bioinf.,IEEE/ACM TCBB,6
IEEE/ACM Trans. Comput. Biology Bioinform.,IEEE/ACM TCBB,6
"Genomics, Proteomics & Bioinformatics",Genomics Proteo. & Bioinf.,6
Journal of Computational Biology,J. Computational Biology,6
