Future Generation CS,90
Concurrency and Computation,66
J. Parallel Distrib. Comput.,31
Supercomputing,25
IEEE TPDS,9
ACM TECS,8
Parallel Computing,4
ACM TACO,3
Int. J. Parallel Programming,3
Sci. of Comput. Program.,3
ACM TOPC,1
