DAC,DAC,1
ICCAD,ICCAD,1
DATE,DATE,3
ASP-DAC,ASP-DAC,3
FPGA,FPGA,3
ICCD,ICCD,3
J. Solid-State Circuits,J. Solid-State Circuits,5
IEEE Trans. Computers,IEEE Trans. Computers,5
IEEE Trans. on Circuits and Systems,IEEE TCAS,4
IEEE Trans. Very Large Scale Integr. Syst.,IEEE TVLSI,5
IEEE Trans. on CAD of Integrated Circuits and Systems,IEEE TCAD,5
IEEE J. Emerg. Sel. Topics Circuits Syst.,JETCAS,5
ACM Trans. Design Autom. Electr. Syst.,ACM TODAES,4
