ICRA,ICRA,3
IROS,IROS,3
Robotics: Science and Systems,RSS,3
I. J. Robotics Res.,Intern. J. of Robotics Research,5
IEEE Trans. Robotics,IEEE Trans. Robotics,5
Robotics and Autonomous Systems,Robotics & Autonomous Syst.,5
Journal of Intelligent and Robotic Systems,J. Intelligent & Robotic Syst.,5
J. Field Robotics,J. Field Robotics,5
Auton. Robots,Autonomous Robots,5
IEEE Robot. Automat. Mag.,IEEE Robotics & Automation Mag.,6
