UFMG,12
UFRGS,6
UFRJ,4
UNICAMP,4
UFES,3
UFPR,2
PUC-Rio,1
UEM,1
UFF,1
UFJF,1
UFMS,1
UFPA,1
UFPE,1
UFSJ,1
UFU,1
