Computers & Graphics,54
Multimedia Tools Appl.,45
Computer Graphics Forum,18
IEEE TVCG,17
IEEE Computer Graphics and Applications,14
The Visual Computer,10
ACM TOMM,8
ACM TOG,6
IEEE Trans. Multimedia,5
IEEE MultiMedia,3
Multimedia Syst.,3
