UNICAMP,8.78
UFMG,4.32
UFPR,2.93
UNIFESP,1.2
DAS/UFSC,1.0
Inatel,1.0
PUC-RS,1.0
UFBA,1.0
UnB,1.0
ICMC/USP,0.8
UFABC,0.8
PUC-PR,0.4
UECE,0.4
UFES,0.4
UFU,0.4
UFCG,0.33
