Computers & OR,64
EJOR,56
ITOR,41
Annals OR,23
Opt Letters,20
J Comb Opt,16
JORS,12
J Global Opt,10
Networks,9
Comp Opt Appl,8
SIAM J Opt,6
Math Program,5
INFORMS J Compt,4
J Opt Th Appl,4
Transp. Science,3
Opt Methods & Sw,2
Math OR,1
Num Linear Alg,1
Operations Research,0
SIAM J Contr Opt,0
SIAM J Num Analysis,0
