COPPE/UFRJ,15.39
IME/USP,13.12
UFC,11.29
UFF,10.56
DCC/UFRJ,10.23
UNICAMP,6.81
PUC-Rio,6.25
UERJ,3.63
UFMG,3.3
UFRN,1.65
UFMS,1.32
UnB,1.32
UFPB,0.99
UFRGS,0.99
LNCC,0.66
IME/RJ,0.33
