Discrete Applied Math.,80
Theor. Comput. Sci.,50
Discrete Mathematics,20
Algorithmica,13
J. of Graph Theory,8
Random Struct. Algorithms,7
SIAM J. Discrete Mathematics,6
ACM TOMS,3
J. Comb. Theory Series B,2
ACM TOCT,1
J. Comb. Theory Series A,1
Combinatorica,1
Information and Computation,1
ACM TALG,0
SIAM J. Computing,0
Journal ACM,0
