2014,Sci. of Comput. Program.,"Left recursion in Parsing Expression Grammars.",DCC/UFRJ; PUC-Rio,Sérgio Medeiros; Fabio Mascarenhas; Roberto Ierusalimschy,https://doi.org/10.1016/j.scico.2014.01.013,null,J,http://arxiv.org/abs/1207.0443v3,1
2014,Sci. of Comput. Program.,"Making refactoring safer through impact analysis.",UFPE; UFCG,Melina Mongiovi; Rohit Gheyi; Gustavo Soares; Leopoldo Teixeira; Paulo Borba,https://doi.org/10.1016/j.scico.2013.11.001,null,J,no_arxiv,9
2014,Sci. of Comput. Program.,"Mitigating the effects of equivalent mutants with mutant classification strategies.",ICMC/USP,Mike Papadakis; Márcio Eduardo Delamaro; Yves Le Traon,https://doi.org/10.1016/j.scico.2014.05.012,null,J,no_arxiv,10
2014,Sci. of Comput. Program.,"NAT2TEST: Test case generation from natural language requirements based on SCR specifications.",UFPE,Gustavo Carvalho; Diogo Falcão; Flávia de Almeida Barros; Augusto Sampaio; Alexandre Mota 0001; Leonardo Motta; Mark R. Blackburn,https://doi.org/10.1016/j.scico.2014.06.007,null,J,no_arxiv,7
2014,Sci. of Comput. Program.,"On the relation between context-free grammars and parsing expression grammars.",DCC/UFRJ; PUC-Rio,Fabio Mascarenhas; Sérgio Medeiros; Roberto Ierusalimschy,https://doi.org/10.1016/j.scico.2014.01.012,null,J,no_arxiv,3
2014,Sci. of Comput. Program.,"On the use of feature-oriented programming for evolving software product lines - A comparative study.",UFMG; UFU,Gabriel Coutinho Sousa Ferreira; Felipe Nunes Gaia; Eduardo Figueiredo; Marcelo de Almeida Maia,https://doi.org/10.1016/j.scico.2013.10.010,null,J,no_arxiv,9
2014,Sci. of Comput. Program.,"The formalization and implementation of Adaptable Parsing Expression Grammars.",UFMG; UFV,Leonardo Vieira dos Santos Reis; Roberto da Silva Bigonha; Vladimir Oliveira Di Iorio; Luís Eduardo de Souza Amorim,https://doi.org/10.1016/j.scico.2014.02.020,null,J,no_arxiv,1
2014,Sci. of Comput. Program.,"Using a trope-based foundational ontology for bridging different areas of concern in ontology-driven conceptual modeling.",UFES,Giancarlo Guizzardi; Veruska Zamborlini,https://doi.org/10.1016/j.scico.2014.02.022,null,J,no_arxiv,9
2013,ACM Comput. Surveys,"Data stream clustering: A survey.",ICMC/USP; UFU; UFMS; PUC-RS,Jonathan de Andrade Silva; Elaine R. Faria; Rodrigo C. Barros; Eduardo R. Hruschka; André Carlos Ponce Leon Ferreira de Carvalho; João Gama,http://doi.acm.org/10.1145/2522968.2522981,null,J,no_arxiv,107
2013,ACM Comput. Surveys,"Semantic trajectories modeling and analysis.",UFC; UFSC,Christine Parent; Stefano Spaccapietra; Chiara Renso; Gennady L. Andrienko; Natalia V. Andrienko; Vania Bogorny; Maria Luisa Damiani; Aris Gkoulalas-Divanis; José Antônio Fernandes de Macêdo; Nikos Pelekis; Yannis Theodoridis; Zhixian Yan,http://doi.acm.org/10.1145/2501654.2501656,null,J,no_arxiv,134
2013,ACM Comput. Surveys,"Survey and analysis of current mobile learning applications and technologies.",Inatel,Orlando R. E. Pereira; Joel J. P. C. Rodrigues,http://doi.acm.org/10.1145/2543581.2543594,null,J,no_arxiv,25
2013,ACM Comput. Surveys,"Using grammars for pattern recognition in images: A systematic review.",EACH/USP,Ricardo Wandré Dias Pedro; Fátima L. S. Nunes; Ariane Machado-Lima,http://doi.acm.org/10.1145/2543581.2543593,null,J,no_arxiv,3
2013,Communications ACM,"How productivity and impact differ across computer science subareas.",UNICAMP,Jacques Wainer; Michael Eckmann; Siome Goldenstein; Anderson Rocha,http://doi.acm.org/10.1145/2492007.2492026,null,J,no_arxiv,7
2013,Sci. of Comput. Program.,"Automatic parallelization of canonical loops.",UFMG,Leonardo Luiz Padovani da Mata; Fernando Magno Quintão Pereira; Renato Ferreira,https://doi.org/10.1016/j.scico.2012.09.006,null,J,no_arxiv,2
2013,Sci. of Comput. Program.,"Inference rules for generic code migration of aspect-oriented programs.",UFRGS,Fernando Barden Rubbo; Eduardo Kessler Piveta; Daltro José Nunes,https://doi.org/10.1016/j.scico.2012.09.004,null,J,no_arxiv,0
2013,Sci. of Comput. Program.,"MobiLine: A Nested Software Product Line for the domain of mobile and context-aware applications.",COPPE/UFRJ; UFC,Fabiana Gomes Marinho; Rossana M. C. Andrade; Cláudia Werner; Windson Viana; Marcio E. F. Maia; Lincoln S. Rocha; Eldânae Teixeira; João Bosco Ferreira Filho; Valéria Lelli Leitão Dantas; Fabrício Lima; Saulo B. de Aguiar,https://doi.org/10.1016/j.scico.2012.04.009,null,J,no_arxiv,13
2013,Sci. of Comput. Program.,"Multi-agent oriented programming with JaCaMo.",UFSC; PUC-RS,Olivier Boissier; Rafael H. Bordini; Jomi Fred Hübner; Alessandro Ricci; Andrea Santi,https://doi.org/10.1016/j.scico.2011.10.004,null,J,no_arxiv,73
2013,Sci. of Comput. Program.,"Optimizing generated aspect-oriented assertion checking code for JML using program transformations: An empirical study.",UFPE,Henrique Rebêlo; Ricardo Massa Ferreira Lima; Gary T. Leavens; Márcio Cornélio; Alexandre Mota; César A. L. Oliveira,https://doi.org/10.1016/j.scico.2012.09.003,null,J,no_arxiv,0
2013,Sci. of Comput. Program.,"Preserving the original MPI semantics in a virtualized processor environment.",ITA; UFRGS,Eduardo Rocha Rodrigues; Philippe Olivier Alexandre Navaux; Jairo Panetta; Celso L. Mendes,https://doi.org/10.1016/j.scico.2012.07.005,null,J,no_arxiv,0
2013,Sci. of Comput. Program.,"Towards the practical mutation testing of AspectJ programs.",UFSCAR; ICMC/USP,Fabiano Cutigi Ferrari; Awais Rashid; José Carlos Maldonado,https://doi.org/10.1016/j.scico.2013.02.011,null,J,no_arxiv,6
