UFPE,4.46
UnB,4.3
UNICAMP,3.97
UFF,3.38
Inatel,2.73
UFRGS,2.71
UFMG,2.66
PUC-RS,2.59
UFBA,1.86
UFSC,1.79
IME/USP,1.65
DCC/UFRJ,1.6
ICMC/USP,1.46
UFAL,1.46
COPPE/UFRJ,1.39
UEM,1.33
LNCC,1.32
UFJF,1.13
UFABC,0.99
UFCG,0.99
UFRN,0.73
EACH/USP,0.66
PUC-Rio,0.66
UERJ,0.66
UFSCar,0.4
Unisinos,0.4
IFAL,0.33
PUC Minas,0.33
UFAM,0.33
UFC,0.33
UFOP,0.33
UFPEL,0.33
UFPR,0.33
UFS,0.33
UFU,0.33
UFV,0.33
UNESP,0.33
UTFPR,0.33
