2022,Briefings in Bioinfo.,"Letter on the results of the BASiNET method in the paper 'A systematic evaluation of computational tools for lncRNA identification'.",Fabrício Martins Lopes; Matheus Henrique Pimenta-Zanon,https://doi.org/10.1093/bib/bbac321,null,J,no_arxiv,0
2021,Briefings in Bioinfo.,"Feature extraction approaches for biological sequences: a comparative study of mathematical features.",Robson Bonidia; Lucas Dias H. Sampaio; Douglas Silva Domingues; Alexandre Rossi Paschoal; Fabrício Martins Lopes; André C. P. L. F. de Carvalho; Danilo Sipoli Sanches,https://doi.org/10.1093/bib/bbab011,null,J,no_arxiv,0
