2016,Fuzzy Sets and Systems,"Tunable equivalence fuzzy associative memories.",Estevão Laureano Esmi; Peter Sussner; Sandra A. Sandri,https://doi.org/10.1016/j.fss.2015.04.004,null,J,no_arxiv,11
2015,Knowledge-Based Syst.,"Optical images-based edge detection in Synthetic Aperture Radar images.",Gilberto P. Silva Junior; Alejandro C. Frery; Sandra A. Sandri; Humberto Bustince; Edurne Barrenechea Tartas; Cédric Marco-Detchart,https://doi.org/10.1016/j.knosys.2015.07.030,null,J,no_arxiv,2
