2014,CVIU,"SnooperText: A text detection system for automatic indexing of urban scenes.",Rodrigo Minetto; Nicolas Thome; Matthieu Cord; Neucimar J. Leite; Jorge Stolfi,https://doi.org/10.1016/j.cviu.2013.10.004,null,J,no_arxiv,24
2013,PR,"T-HOG: An effective gradient-based descriptor for single line text regions.",Rodrigo Minetto; Nicolas Thome; Matthieu Cord; Neucimar J. Leite; Jorge Stolfi,https://doi.org/10.1016/j.patcog.2012.10.009,null,J,no_arxiv,42
