2024,J. Intelligent & Robotic Syst.,"Diving into Clarity: Restoring Underwater Images using Deep Learning.",Laura A. Martinho; João M. B. Cavalcanti; José L. S. Pio; Felipe G. Oliveira,https://doi.org/10.1007/s10846-024-02065-8,null,J,no_arxiv,0
2021,J. Intelligent & Robotic Syst.,"Three-Dimensional Mapping with Augmented Navigation Cost through Deep Learning.",Felipe G. Oliveira; Armando Alves Neto; David Howard; Paulo V. K. Borges; Mario F. M. Campos; Douglas G. Macharet,https://doi.org/10.1007/s10846-020-01304-y,null,J,no_arxiv,0
