2021,BigData,"Distributed file system for rewriting Big Data files using a local-write protocol.",Erico Correia Da Silva; Liria Matsumoto Sato; Edson Toshimi Midorikawa,https://doi.org/10.1109/BigData52589.2021.9671741,null,C,no_arxiv,0
2024,Concurr. & Computation,"MCMPI: A library with elasticity for multi-domain and public cloud environments.",Carlos A. T. Aguni; Liria M. Sato; Edson T. Midorikawa,https://doi.org/10.1002/cpe.8149,null,J,no_arxiv,0
