2021,Euro-Par,"A Fault Tolerant and Deadline Constrained Sequence Alignment Application on Cloud-Based Spot GPU Instances.",Rafaela C. Brum; Walisson P. Sousa; Alba C. M. A. Melo; Cristiana Bentes; Maria Clicia Stelling de Castro; Lúcia Maria de A. Drummond,https://doi.org/10.1007/978-3-030-85665-6_20,null,C,no_arxiv,0
2019,Concurrency and Computation,"DTM@GPU: Characterizing and evaluating trace redundancy in GPU.",Leandro A. J. Marzulo; Alexandre da Costa Sena; Alexandre Solon Nery; Cristiana Bentes; Igor Machado Coelho; Maria Clicia Stelling de Castro; Saulo T. Oliveira; Tiago A. O. Alves; Felipe M. G. França,https://doi.org/10.1002/cpe.4450,null,J,no_arxiv,0
