2023,EMSE,"Much more than a prediction: Expert-based software effort estimation as a behavioral act.",Patrícia G. F. Matsubara; Igor Steinmacher; Bruno Gadelha; Tayana Conte,https://doi.org/10.1007/s10664-023-10332-9,null,J,no_arxiv,0
2023,ICSE,"Moving on from the Software Engineers' Gambit: An Approach to Support the Defense of Software Effort Estimates.",Patrícia G. F. Matsubara; Igor Steinmacher; Bruno Gadelha; Tayana Conte,https://doi.org/10.1109/ICSE48619.2023.00068,top,C,http://arxiv.org/abs/2302.07229v1,0
2022,JSS,"SEXTAMT: A systematic map to navigate the wide seas of factors affecting expert judgment software estimates.",Patrícia Gomes Fernandes Matsubara; Bruno F. Gadelha; Igor Steinmacher; Tayana Uchôa Conte,https://doi.org/10.1016/j.jss.2021.111148,null,J,no_arxiv,0
