2023,Applied Soft Comput.,"Novelty detection for multi-label stream classification under extreme verification latency.",Joel D. Costa; Elaine R. Faria; Jonathan de Andrade Silva; João Gama 0001; Ricardo Cerri,https://doi.org/10.1016/j.asoc.2023.110265,null,J,no_arxiv,0
2022,Expert Systems Appl.,"Counting and locating high-density objects using convolutional neural network.",Mauro dos Santos de Arruda; Lucas Prado Osco; Plabiany Rodrigo Acosta; Diogo Nunes Gonçalves; José Marcato Junior; Ana Paula Marques Ramos; Edson Takashi Matsubara; Zhipeng Luo; Jonathan Li 0001; Jonathan de Andrade Silva; Wesley Nunes Gonçalves,https://doi.org/10.1016/j.eswa.2022.116555,null,J,no_arxiv,0
