2023,Inf. Systems,"A meta-learning configuration framework for graph-based similarity search indexes.",Rafael Seidi Oyamada; Larissa Capobianco Shimomura; Sylvio Barbon Jr.; Daniel S. Kaster,https://doi.org/10.1016/j.is.2022.102123,null,J,no_arxiv,0
2021,Inf. Systems,"A survey on graph-based methods for similarity searches in metric spaces.",Larissa Capobianco Shimomura; Rafael Seidi Oyamada; Marcos R. Vieira; Daniel S. Kaster,https://doi.org/10.1016/j.is.2020.101507,null,J,no_arxiv,0
2018,Data & Knowl. Eng.,"The Merkurion approach for similarity searching optimization in Database Management Systems.",Marcos V. N. Bedo; Daniel S. Kaster; Agma J. M. Traina; Caetano Traina Jr.,https://doi.org/10.1016/j.datak.2017.09.003,null,J,no_arxiv,0
