2022,Transp. Science,"Vehicle Routing with Stochastic Demands and Partial Reoptimization.",Alexandre M. Florio; Dominique Feillet; Marcus Poggi; Thibaut Vidal,https://doi.org/10.1287/trsc.2022.1129,null,J,http://arxiv.org/abs/2201.08866v1,0
2024,PR,"Regularization and optimization in model-based clustering.",Raphael Araujo Sampaio; Joaquim Dias Garcia; Marcus Poggi; Thibaut Vidal,https://doi.org/10.1016/j.patcog.2024.110310,null,J,no_arxiv,0
