2022,Supercomputing,"Evaluating low-level software-based hardening techniques for configurable GPU architectures.",Marcio M. Gonçalves; Josie E. Rodriguez Condia; Matteo Sonza Reorda; Luca Sterpone; José Rodrigo Azambuja,https://doi.org/10.1007/s11227-021-04154-z,null,J,no_arxiv,0
2022,IEEE Comm. Magazine,"Managing Virtual Programmable Switches: Principles, Requirements, and Design Directions.",Guilherme Bueno; Mateus Saquetti; Pablo Rodrigues; Ivan Lamb; Luciano Paschoal Gaspary; Marcelo Caggiani Luizelli; Mohamed Faten Zhani; José Rodrigo Azambuja; Weverton Cordeiro,https://doi.org/10.1109/MCOM.001.2100363,null,J,no_arxiv,0
