2024,BMC Bioinformatics,"Few-shot genes selection: subset of PAM50 genes for breast cancer subtypes classification.",Leandro Y. S. Okimoto; Rayol Mendonca-Neto; Fabíola G. Nakamura; Eduardo Freire Nakamura; David Fenyö; Cláudio Teixeira Silva,https://doi.org/10.1186/s12859-024-05715-8,null,J,no_arxiv,0
2022,IEEE/ACM TCBB,"A Gene Selection Method Based on Outliers for Breast Cancer Subtype Classification.",Rayol Mendonca-Neto; Zhi Li; David Fenyö; Cláudio T. Silva; Fabíola G. Nakamura; Eduardo Freire Nakamura,https://doi.org/10.1109/TCBB.2021.3132339,null,J,no_arxiv,0
