2024,JSS,"The effects of required security on software development effort.",Elaine Venson; Bradford K. Clark; Barry W. Boehm,https://doi.org/10.1016/j.jss.2023.111874,null,J,no_arxiv,0
2023,IST,"How SonarQube-identified technical debt is prioritized: An exploratory case study.",Reem Alfayez; Robert Winn; Wesam Alwehaibi; Elaine Venson; Barry W. Boehm,https://doi.org/10.1016/j.infsof.2023.107147,null,J,no_arxiv,0
