2019,Computer Networks,"A diversity-based search-and-routing approach for named-data networking.",Ian Vilar Bastos; Igor Monteiro Moraes,https://doi.org/10.1016/j.comnet.2019.04.003,null,J,no_arxiv,0
2014,Computer Networks,"FITS: A flexible virtual network testbed architecture.",Igor M. Moraes; Diogo M. F. Mattos; Lyno Henrique G. Ferraz; Miguel Elias M. Campista; Marcelo G. Rubinstein; Luís Henrique Maciel Kosmalski Costa; Marcelo Dias de Amorim; Pedro B. Velloso; Otto Carlos M. B. Duarte; Guy Pujolle,https://doi.org/10.1016/j.bjp.2014.01.002,null,J,no_arxiv,21
