2022,IEEE Trans. Fuzzy Systems,"The Extreme Value Evolving Predictor.",Amanda O. C. Ayres; Fernando J. Von Zuben,https://doi.org/10.1109/TFUZZ.2020.3044236,top,J,no_arxiv,0
2021,Engineering Appl. of AI,"Scalability achievements for enumerative biclustering with online partitioning: Case studies involving mixed-attribute datasets.",Rosana Veroneze; Fernando J. Von Zuben,https://doi.org/10.1016/j.engappai.2020.104147,null,J,no_arxiv,0
2021,Neurocomputing,"Exploring multiobjective training in multiclass classification.",Marcos M. Raimundo; Thalita F. Drumond; Alan Caio R. Marques; Christiano Lyra; Anderson Rocha 0001; Fernando J. Von Zuben,https://doi.org/10.1016/j.neucom.2020.12.087,null,J,no_arxiv,0
2021,GECCO,"Simulated annealing for symbolic regression.",Daniel Kantor; Fernando J. Von Zuben; Fabrício Olivetti de França,https://doi.org/10.1145/3449639.3459345,null,C,no_arxiv,0
2022,ACM TKDD,"Asymmetric Multi-Task Learning with Local Transference.",Saullo H. G. Oliveira; André R. Gonçalves 0001; Fernando J. Von Zuben,https://doi.org/10.1145/3514252,top,J,no_arxiv,0
2020,EJOR,"An extension of the non-inferior set estimation algorithm for many objectives.",Marcos M. Raimundo; Paulo A. V. Ferreira; Fernando J. Von Zuben,https://doi.org/10.1016/j.ejor.2019.11.017,null,J,no_arxiv,0
