2018,Sci. of Comput. Program.,"Towards optimal solutions for the low power hard real-time task allocation on multiple heterogeneous processors.",Eduardo Valentin; Rosiane de Freitas; Raimundo S. Barreto,https://doi.org/10.1016/j.scico.2017.08.005,null,J,no_arxiv,0
2018,IEEE Commun. Surv. Tutorials,"Localization Prediction in Vehicular Ad Hoc Networks.",Leandro N. Balico; Antonio A. F. Loureiro; Eduardo Freire Nakamura; Raimundo S. Barreto; Richard W. Pazzi; Horacio A. B. F. de Oliveira,https://doi.org/10.1109/COMST.2018.2841901,null,J,no_arxiv,0
