2024,Expert Systems Appl.,"Customer churn prediction in imbalanced datasets with resampling methods: A comparative study.",Seyed Jamal Haddadi; Aida Farshidvard; Fillipe dos Santos Silva; Júlio Cesar dos Reis; Marcelo da Silva Reis,https://doi.org/10.1016/j.eswa.2023.123086,null,J,no_arxiv,0
2024,UCC,"Efficient Federated Learning for Heterogeneous Data: A Client Selection and Adaptive Knowledge Distillation Approach.",Aissa Hadj Mohamed; Joahannes B. D. da Costa; Allan Mariano de Souza; Leandro A. Villas; Júlio Cesar dos Reis,https://doi.org/10.1109/UCC63386.2024.00050,null,C,no_arxiv,0
