2024,Multimedia Tools Appl.,"Towards augmented and mixed reality on future mobile networks.",Luís Fernando de Souza Cardoso; Bruno Yuji Lino Kimura; Ezequiel Roberto Zorzal,https://doi.org/10.1007/s11042-023-15301-4,null,J,no_arxiv,0
2021,IEEE Comm. Magazine,"IoT Traffic Offloading with MultiPath TCP.",Celso Ferreira da Silva; Simone Ferlin; Ozgu Alay; Anna Brunström; Bruno Yuji Lino Kimura,https://doi.org/10.1109/MCOM.001.2000915,null,J,no_arxiv,0
