2021,SCP,"A family of multi-concept program synthesisers in Alloy.",Alexandre R. S. Correia; Juliano Iyoda; Alexandre Mota 0001,https://doi.org/10.1016/j.scico.2020.102536,null,J,no_arxiv,0
2022,SPE,"The effect of distance metrics in a general purpose synthesizer: An empirical study on integer domain imperative programs.",Alexandre R. S. Correia; Juliano Manabu Iyoda; Alexandre Cabral Mota,https://doi.org/10.1002/spe.3054,null,J,no_arxiv,0
