2022,IST,"Tailoring the Scrum framework for software development: Literature mapping and feature-based support.",Luciano A. Garcia; Edson OliveiraJr; Marcelo Morandini,https://doi.org/10.1016/j.infsof.2021.106814,null,J,no_arxiv,0
2020,JSS,"Model-based testing of software product lines: Mapping study and research roadmap.",Kleber L. Petry; Edson OliveiraJr; Avelino F. Zorzo,https://doi.org/10.1016/j.jss.2020.110608,null,J,no_arxiv,0
