2023,Concurrency and Computation,"DONUTS: An efficient method for checkpointing in non-volatile memories.",Kleber Kruger; Ricardo Pannain; Rodolfo Azevedo,https://doi.org/10.1002/cpe.7574,null,J,no_arxiv,0
2022,J. Parallel Distrib. Comput.,"Optically connected memory for disaggregated data centers.",Jorge González; Mauricio G. Palma; Maarten Hattink; Ruth Rubio-Noriega; Lois Orosa 0001; Onur Mutlu; Keren Bergman; Rodolfo Azevedo,https://doi.org/10.1016/j.jpdc.2022.01.013,null,J,http://arxiv.org/abs/2008.10802v1,0
