2021,Inf. Systems,"A DSL for WSN software components coordination.",Marcos Aurélio Carrero; Martin A. Musicante; Aldri Luiz dos Santos; Carmem S. Hara,https://doi.org/10.1016/j.is.2019.101461,null,J,no_arxiv,0
2022,SCP,"A two-level formal model for Big Data processing programs.",João Batista de Souza Neto; Anamaria Martins Moreira; Genoveva Vargas-Solar; Martin A. Musicante,https://doi.org/10.1016/j.scico.2021.102764,null,J,no_arxiv,0
