2017,JCDL,"Classifying Short Unstructured Data Using the Apache Spark Platform.",Eduardo P. S. Castro; Saurabh Chakravarty; Eric Williamson; Denilson Alves Pereira; Edward A. Fox,https://doi.org/10.1109/JCDL.2017.7991567,null
2014,JCDL,"Disambiguating publication venue titles using association rules.",Denilson Alves Pereira; Eduardo Emanuel Braga da Silva; Ahmed A. A. Esmin,https://doi.org/10.1109/JCDL.2014.6970153,null
