2023,The Visual Computer,"Point cloud quality assessment: unifying projection, geometry, and texture similarity.",Pedro Garcia Freitas; Rafael Diniz; Mylène C. Q. Farias,https://doi.org/10.1007/s00371-022-02454-w,null,J,no_arxiv,0
2022,Computers & Graphics,"Point cloud quality assessment based on geometry-aware texture descriptors.",Rafael Diniz; Pedro Garcia Freitas; Mylène C. Q. Farias,https://doi.org/10.1016/j.cag.2022.01.003,null,J,no_arxiv,0
