2019,Computers & Graphics,"OMiCroN - Oblique Multipass Hierarchy Creation while Navigating.",Vinícius da Silva; Claudio Esperança; Ricardo Marroquim,https://doi.org/10.1016/j.cag.2019.08.016,null,J,no_arxiv,0
2019,ACM TOG,"QuadMixer: layout preserving blending of quadrilateral meshes.",Stefano Nuvoli; Alex Hernandez; Claudio Esperança; Riccardo Scateni; Paolo Cignoni; Nico Pietroni,https://doi.org/10.1145/3355089.3356542,top,J,no_arxiv,0
