2021,Computers & OR,"Order allocation, rack allocation and rack sequencing for pickers in a mobile rack environment.",Cristiano Arbex Valle; John E. Beasley,https://doi.org/10.1016/j.cor.2020.105090,null,J,http://arxiv.org/abs/1903.06702v6,0
2020,EJOR,"Order batching using an approximation for the distance travelled by pickers.",Cristiano Arbex Valle; John E. Beasley,https://doi.org/10.1016/j.ejor.2020.01.022,null,J,http://arxiv.org/abs/1808.00499v4,0
