2024,SQJ,"Getting into the game: gamifying software development with the GSA framework.",Daniel de Paula Porto; Sandra Camargo Pinto Ferraz Fabbri; Fabiano Cutigi Ferrari,https://doi.org/10.1007/s11219-024-09694-0,null,J,no_arxiv,0
2021,JSS,"Initiatives and challenges of using gamification in software engineering: A Systematic Mapping.",Daniel de Paula Porto; Gabriela Martins de Jesus; Fabiano Cutigi Ferrari; Sandra Camargo Pinto Ferraz Fabbri,https://doi.org/10.1016/j.jss.2020.110870,null,J,http://arxiv.org/abs/2011.07115v1,0
