2020,Computer Graphics Forum,"A Visual Analytics Approach to Facilitate Crime Hotspot Analysis.",Jose Florencio de Queiroz Neto; Emanuele Marques dos Santos; Creto Augusto Vidal; David S. Ebert,https://doi.org/10.1111/cgf.13969,null,J,no_arxiv,0
2018,Computers & Graphics,"Real-time discovery of hot routes on trajectory data streams using interactive visualization based on GPU.",George A. M. Gomes; Emanuele Marques dos Santos; Creto Augusto Vidal; Ticiana L. Coelho da Silva; José Antônio Fernandes de Macêdo,https://doi.org/10.1016/j.cag.2018.09.008,null,J,no_arxiv,1
