2024,Expert Systems Appl.,"Analysis and comparison of feature selection methods towards performance and stability.",Matheus Cezimbra Barbieri; Bruno Iochins Grisci; Márcio Dorn,https://doi.org/10.1016/j.eswa.2024.123667,null,J,no_arxiv,0
2021,Inf. Sciences,"Relevance aggregation for neural networks interpretability and knowledge discovery on tabular data.",Bruno Iochins Grisci; Mathias J. Krause; Márcio Dorn,https://doi.org/10.1016/j.ins.2021.01.052,null,J,no_arxiv,0
