2023,IEEE TKDE,"Spatial Index Structures for Modern Storage Devices: A Survey.",Anderson Chaves Carniel; Cristina Dutra Aguiar,https://doi.org/10.1109/TKDE.2023.3242207,top,J,no_arxiv,0
2022,GeoInformatica,"Porting disk-based spatial index structures to flash-based solid state drives.",Anderson Chaves Carniel; George Roumelis; Ricardo Rodrigues Ciferri; Michael Vassilakopoulos; Antonio Corral; Cristina Dutra de Aguiar Ciferri,https://doi.org/10.1007/s10707-021-00455-w,null,J,no_arxiv,0
