2017,Future Generation CS,"A QoS-driven approach for cloud computing addressing attributes of performance and security.",Bruno Guazzelli Batista; Carlos Henrique Gomes Ferreira; Danilo Costa Marim Segura; Dionisio Machado Leite Filho; Maycon Leone Maciel Peixoto,https://doi.org/10.1016/j.future.2016.09.018,null,J,no_arxiv,9
2017,Future Generation CS,"Corrigendum to A QoS-driven approach for cloud computing addressing attributes of performance and security [Future Gener. Comput. Syst. 68 (March) (2017) 260-274].",Bruno Guazzelli Batista; Carlos Henrique Gomes Ferreira; Danilo Costa Marim Segura; Dionisio Machado Leite Filho; Maycon Leone Maciel Peixoto,https://doi.org/10.1016/j.future.2016.11.018,null,J,no_arxiv,1
