2020,Concurrency and Computation,"Static job scheduling for environments with vertical elasticity.",Henrique Kloh; Vinod E. F. Rebello; Cristina Boeres; Bruno Schulze; Mariza Ferro,https://doi.org/10.1002/cpe.5761,null,J,no_arxiv,0
2023,Concurr. & Computation,"Towards a sustainable artificial intelligence: A case study of energy efficiency in decision tree algorithms.",Mariza Ferro; Gabrieli Silva; Felipe B. de Paula; Vítor Vieira; Bruno Schulze,https://doi.org/10.1002/cpe.6815,null,J,no_arxiv,0
