2023,IEEE TIP,"Motion-Compensated Predictive RAHT for Dynamic Point Clouds.",André L. Souto; Ricardo L. de Queiroz; Camilo C. Dorea,https://doi.org/10.1109/TIP.2023.3265264,null,J,no_arxiv,0
2022,IEEE TIP,"Differential Transform for Video-Based Plenoptic Point Cloud Coding.",Diogo C. Garcia; Camilo C. Dorea; Renan U. B. Ferreira; Davi Rabbouni Freitas; Ricardo L. de Queiroz; Rogério Higa; Ismael Seidel; Vanessa Testoni,https://doi.org/10.1109/TIP.2022.3146641,null,J,no_arxiv,0
