2024,Ad Hoc Networks,"Age of information optimization in cyber-physical systems with stateful packet management techniques.",Paulo César Prandel; Priscila Solís Barreto,https://doi.org/10.1016/j.adhoc.2023.103358,null,J,no_arxiv,0
2023,Computer Comm.,"5G-RCOLAB: A system level simulator for 5G and beyond in rural areas.",Gabriel de Carvalho Ferreira; Priscila Solís Barreto; Marcos F. Caetano; Eduardo Alchieri; Daniel Costa Araújo 0001; Francisco Rodrigo P. Cavalcanti; Diego Aguiar Sousa,https://doi.org/10.1016/j.comcom.2023.09.026,null,J,no_arxiv,0
