2015,J. Parallel Distrib. Comput.,"Time hybrid total order broadcast: Exploiting the inherent synchrony of broadcast networks.",Daniel Cason; Luiz Eduardo Buzato,https://doi.org/10.1016/j.jpdc.2014.10.012,null,J,no_arxiv,0
2015,SRDS,"Chasing the Tail of Atomic Broadcast Protocols.",Daniel Cason; Parisa Jalili Marandi; Luiz Eduardo Buzato; Fernando Pedone,https://doi.org/10.1109/SRDS.2015.28,null,C,no_arxiv,0
