2021,IEEE BIBM,"A New Method Based on Deep Learning to Detect Lesions in Retinal Images using YOLOv5.",Carlos Santos 0007; Marilton S. de Aguiar; Daniel Welfer; Bruno Belloni,https://doi.org/10.1109/BIBM52615.2021.9669581,null,C,no_arxiv,0
2021,DATE,"Logic Synthesis Meets Machine Learning: Trading Exactness for Generalization.",Shubham Rai; Walter Lau Neto; Yukio Miyasaka; Xinpei Zhang; Mingfei Yu; Qingyang Yi; Masahiro Fujita; Guilherme B. Manske; Matheus F. Pontes; Leomar S. da Rosa; Marilton S. de Aguiar; Paulo F. Butzen; Po-Chun Chien; Yu-Shan Huang; Hoa-Ren Wang; Jie-Hong R. Jiang; Jiaqi Gu 0002; Zheng Zhao 0003; Zixuan Jiang; David Z. Pan; Brunno A. Abreu; Isac de Souza Campos; Augusto Andre Souza Berndt; Cristina Meinhardt; Jônata Tyska Carvalho; Mateus Grellert; Sergio Bampi; Aditya Lohana; Akash Kumar 0001; Wei Zeng 0015; Azadeh Davoodi; Rasit Onur Topaloglu; Yuan Zhou; Jordan Dotzel; Yichi Zhang 0006; Hanyu Wang 0005; Zhiru Zhang; Valerio Tenace; Pierre-Emmanuel Gaillardon; Alan Mishchenko; Satrajit Chatterjee,https://doi.org/10.23919/DATE51398.2021.9473972,null,C,http://arxiv.org/abs/2012.02530v2,0
