2017,Computer Comm.,"Performing computation offloading on multiple platforms.",Paulo A. L. Rego; Philipp B. Costa; Emanuel F. Coutinho; Lincoln S. Rocha; Fernando Antonio Mota Trinta; José Neuman de Souza,https://doi.org/10.1016/j.comcom.2016.07.017,null,J,no_arxiv,0
2016,J. Network Computer App.,"Physics and microeconomics-based metrics for evaluating cloud computing elasticity.",Emanuel F. Coutinho; Paulo A. L. Rego; Danielo Goncalves Gomes; José N. de Souza,https://doi.org/10.1016/j.jnca.2016.01.015,null,J,no_arxiv,0
2021,PRL,"A novel feature extractor for human action recognition in visual question answering.",Francisco Hércules dos S. Silva; Gabriel Maia Bezerra; Gabriel Bandeira Holanda; João Wellington Mendes de Souza; Paulo A. L. Rego; Aloísio Vieira Lira Neto; Victor Hugo C. de Albuquerque; Pedro Pedrosa Rebouças Filho,https://doi.org/10.1016/j.patrec.2021.04.002,null,J,no_arxiv,0
2020,IMAVIS,"A high-efficiency energy and storage approach for IoT applications of facial recognition.",Solon Alves Peixoto; Francisco Fábio Ximenes Vasconcelos; Matheus T. Guimarães; Aldísio Gonçalves Medeiros; Paulo A. L. Rego; Aloisio Vieira Lira Neto; Victor Hugo C. de Albuquerque; Pedro Pedrosa Rebouças Filho,https://doi.org/10.1016/j.imavis.2020.103899,null,J,no_arxiv,0
