2020,IEEE TPDS,"Fireplug: Efficient and Robust Geo-Replication of Graph Databases.",Ray Neiheiser; Luciana Rech; Manuel Bravo; Luís E. T. Rodrigues; Miguel Correia 0001,https://doi.org/10.1109/TPDS.2020.2981019,top,J,no_arxiv,0
2019,Concurr. & Computation,"RT-JADE: A preemptive real-time scheduling middleware for mobile agents.",Tatiana Pereira Filgueiras; Leonardo M. Rodrigues; Luciana de Oliveira Rech; Luciana Moreira Sá de Souza; Hylson Vescovi Netto,https://doi.org/10.1002/cpe.5061,null,J,no_arxiv,0
