2014,Inf. Fusion,"An approach to implement data fusion techniques in wireless sensor networks using genetic machine learning algorithms.",Alex R. Pinto; Carlos Montez; Gustavo Medeiros de Araújo; Francisco Vasques; Paulo Portugal,https://doi.org/10.1016/j.inffus.2013.05.003,null,J,no_arxiv,28
2016,J. Intelligent & Robotic Syst.,"The HAMSTER Data Communication Architecture for Unmanned Aerial, Ground and Aquatic Systems - Aims, Scope and Definitions.",Daniel Fernando Pigatto; Alexandre L. Gonçalves; Guilherme Freire Roberto; Julio Fernando Rodrigues Filho; Natássya Barlate Floro da Silva; Alex Sandro Roschildt Pinto; Kalinka Regina Lucas Jaquie Castelo Branco,https://doi.org/10.1007/s10846-016-0356-x,null,J,no_arxiv,5
