2021,Computer Comm.,"NASOR: A network slicing approach for multiple Autonomous Systems.",Rodrigo Moreira; Pedro Frosi Rosa; Rui Luis Andrade Aguiar; Flávio de Oliveira Silva,https://doi.org/10.1016/j.comcom.2021.07.028,null,J,no_arxiv,0
2019,Ad Hoc Networks,"5GinFIRE: An end-to-end open5G vertical network function ecosystem.",Aloizio P. Silva; Christos Tranoris; Spyros G. Denazis; Susana Sargento; João Pereira; Miguel Luís; Rodrigo Moreira; Flávio Oliveira Silva; Iván Vidal; Borja Nogales; Reza Nejabati; Dimitra Simeonidou,https://doi.org/10.1016/j.adhoc.2019.101895,null,J,no_arxiv,0
