2019,Expert Systems Appl.,"A text summarization method based on fuzzy rules and applicable to automated assessment.",Fábio Bif Goularte; Silvia Modesto Nassar; Renato Fileto; Horacio Saggion,https://doi.org/10.1016/j.eswa.2018.07.047,null,J,no_arxiv,0
2021,Inf. Systems,"Towards holistic Entity Linking: Survey and directions.",Italo Lopes Oliveira; Renato Fileto; René Speck; Luís Paulo F. Garcia; Diego Moussallem; Jens Lehmann 0001,https://doi.org/10.1016/j.is.2020.101624,null,J,no_arxiv,0
