2018,Expert Systems Appl.,"FrameSTEP: A framework for annotating semantic trajectories based on episodes.",Tales Paiva Nogueira; Reinaldo Bezerra Braga; Carina Teixeira de Oliveira; Hervé Martin,https://doi.org/10.1016/j.eswa.2017.10.004,null,J,no_arxiv,3
2013,J. Network Computer App.,"RETENTION: A reactive trust-based mechanism to detect and punish malicious nodes in ad hoc grid environments.",Reinaldo Bezerra Braga; Igor A. Chaves; Carina Teixeira de Oliveira; Rossana M. C. Andrade; José Neuman de Souza; Hervé Martin; Bruno Schulze,https://doi.org/10.1016/j.jnca.2012.06.002,null,J,no_arxiv,4
