2020,Int. J. HC Studies,"Tailored gamification: A review of literature.",Ana Carolina Tomé Klock; Isabela Gasparini; Marcelo Soares Pimenta; Juho Hamari,https://doi.org/10.1016/j.ijhcs.2020.102495,null,J,no_arxiv,0
2020,JSS,"Code smells and refactoring: A tertiary systematic review of challenges and observations.",Guilherme Lacerda; Fábio Petrillo; Marcelo Pimenta; Yann-Gaël Guéhéneuc,https://doi.org/10.1016/j.jss.2020.110610,null,J,http://arxiv.org/abs/2004.10777v1,0
