2020,Concurrency and Computation,"Performance evaluation of single vs. batch of queries on GPUs.",Roussian R. A. Gaioso; Veronica Gil-Costa; Hélio Guardia; Hermes Senger,https://doi.org/10.1002/cpe.5474,null,J,no_arxiv,0
2018,PDP,"A Parallel Implementation of WAND on GPUs.",Roussian R. A. Gaioso; Veronica Gil-Costa; Hélio Guardia; Hermes Senger,https://doi.org/10.1109/PDP2018.2018.00011,null,C,no_arxiv,0
