2019,Soft Computing,"A comparative study of optimization models in genetic programming-based rule extraction problems.",Marconi de Arruda Pereira; Eduardo Gontijo Carrano; Clodoveu Augusto Davis Junior; João Antônio de Vasconcelos,https://doi.org/10.1007/s00500-017-2836-8,null,J,no_arxiv,0
2019,Trans. GIS,"Multi-temporal transport network models for accessibility studies.",Diego Bogado Tomasiello; Mariana A. Giannotti; Renato Arbex; Clodoveu A. Davis Jr.,https://doi.org/10.1111/tgis.12513,null,J,no_arxiv,0
