2022,Computers & Graphics,"Fast and reliable incremental dimensionality reduction for streaming data.",Tácito Trindade de Araújo Tiburtino Neves; Rafael Messias Martins; Danilo Barbosa Coimbra; Kostiantyn Kucher; Andreas Kerren; Fernando V. Paulovich,https://doi.org/10.1016/j.cag.2021.08.009,null,J,no_arxiv,0
2021,Theor. Comput. Sci.,"Analyzing the quality of local and global multidimensional projections using performance evaluation planning.",Danilo Barbosa Coimbra; Rafael Messias Martins; Edson Mota; Tácito Trindade de Araújo Tiburtino Neves; Pedro Diamantino; Maycon L. M. Peixoto,https://doi.org/10.1016/j.tcs.2020.12.043,null,J,no_arxiv,0
