2024,Int. J. HC Studies,"Developing and validating a scale for motivation in participating in time-bounded collaborative events.",Marcelo Gattermann Perin; Leandro de Almeida Melo; Cleidson Ronald Botelho de Souza; Any Caroliny Duarte Batista de Almeida; Fernando Figueira Filho,https://doi.org/10.1016/j.ijhcs.2024.103223,null,J,no_arxiv,0
2023,ESEM,"All For One and One For All: Investigating How Global Game Jam Participants Get and Offer Help.",Leandro de Almeida Melo; Cleidson R. B. de Souza; Marcelo Gattermann Perin; Any Caroliny Duarte Batista de Almeida; Fernando Figueira Filho,https://doi.org/10.1109/ESEM56168.2023.10304790,null,C,no_arxiv,0
