2019,GECCO,"Towards better generalization in WLAN positioning systems with genetic algorithms and neural networks.",Diogo M. F. Izidio; Antonyus P. do A. Ferreira; Edna Natividade da Silva Barros,https://doi.org/10.1145/3321707.3321712,null,C,no_arxiv,0
2016,ECRTS,"Extreme Value Theory for Estimating Task Execution Time Bounds: A Careful Look.",George Lima; Dario Dias; Edna Barros,https://doi.org/10.1109/ECRTS.2016.20,null,C,no_arxiv,0
