2021,Inf. Sciences,"Improving the performance of bagging ensembles for data streams through mini-batching.",Guilherme Weigert Cassales; Heitor Murilo Gomes; Albert Bifet; Bernhard Pfahringer; Hermes Senger,https://doi.org/10.1016/j.ins.2021.08.085,null,J,no_arxiv,0
2023,IEEE Trans. Net. Service  Mgmt.,"Balancing Performance and Energy Consumption of Bagging Ensembles for the Classification of Data Streams in Edge Computing.",Guilherme Weigert Cassales; Heitor Murilo Gomes; Albert Bifet; Bernhard Pfahringer; Hermes Senger,https://doi.org/10.1109/TNSM.2022.3226505,null,J,http://arxiv.org/abs/2201.06205v1,0
