2025,J. Log. Comput.,"Nash meets Łukasiewicz: computing equilibria through logic.",Sandro Preto; Marcelo Finger,https://doi.org/10.1093/logcom/exae073,null,J,no_arxiv,0
2022,MSCS,"Efficient representation of piecewise linear functions into Łukasiewicz logic modulo satisfiability.",Sandro Preto; Marcelo Finger,https://doi.org/10.1017/S096012952200010X,null,J,no_arxiv,0
